id,verification_bundle,verification_priority,title,provider,provider_type,scholarship_type,primary_link,link_status,data_status,description,eligible_levels,eligible_regions,eligible_cities,residency_required,eligible_school_types,eligible_courses_psced,eligible_courses_specific,citizenship_required,max_income_threshold,min_gwa_normalized,min_age,max_age,priority_groups,members_only,benefit_tuition,benefit_allowance_monthly,benefit_books,benefit_miscellaneous,benefit_total_value,required_documents,has_qualifying_exam,has_interview,has_essay_requirement,has_return_service,application_open_date,application_deadline,academic_year_target,cycle_type,last_open_date,last_close_date,application_status,last_verified_at,verification_source,is_active
11,private_foundations,normal,Ayala Foundation Scholarship Program,Ayala Foundation,Private,Merit-and-Need,https://ayalafoundation.org/scholarships,timeout,expired,Scholarship for students with leadership potential and financial need.,College,Luzon|NCR,,false,Public|Private,STEM|Business|Engineering|Education,,,400000,90.0,16,25,,false,true,4000,true,,90000,ITR|BIRTH_CERT|GOOD_MORAL|ESSAY,true,true,true,false,2026-02-15,2026-04-30,2026-2027,,,,previous_cycle,2026-07-08T14:45:16.659048,csv_import,true
12,archived_reference,normal,Gokongwei Brothers Foundation Scholarship,Gokongwei Brothers Foundation,Private,Merit-and-Need,https://gokongweifoundation.org/scholarship,,expired,Engineering and technology scholarship for underprivileged students.,College,Luzon|NCR,,false,Public|Private,STEM|Engineering,,,400000,92.0,17,24,Underprivileged,false,true,5000,true,,100000,ITR|BIRTH_CERT|GOOD_MORAL|TOR|ESSAY,true,true,true,false,2026-02-01,2026-04-15,2026-2027,,,,archived,2026-07-08T14:45:16.659048,csv_import,false
13,private_foundations,high,Metrobank Foundation Scholarship,Metrobank Foundation,Private,Merit-and-Need,https://metrobank-foundation.org/scholarship,broken,broken_link,Scholarship for deserving students with excellent academic records.,College,,,false,Public|Private,STEM|Business|Engineering|Education,,,400000,90.0,16,30,,false,true,4000,true,,85000,ITR|BIRTH_CERT|GOOD_MORAL|TOR,true,true,true,false,2026-03-01,2026-05-31,2026-2027,,,,previous_cycle,2026-07-08T14:45:16.659048,csv_import,true
14,private_foundations,normal,BPI Foundation Scholarship,BPI Foundation,Private,Merit-and-Need,https://bpifoundation.org,ok,expired,College scholarship for academically gifted students.,College,,,false,Public|Private,STEM|Business|Engineering|Education,,,400000,92.0,16,28,,false,true,3500,true,,80000,ITR|BIRTH_CERT|GOOD_MORAL|TOR,true,true,true,false,2026-02-01,2026-04-30,2026-2027,,,,previous_cycle,2026-07-08T14:45:16.659048,csv_import,true
15,private_foundations,high,San Miguel Foundation Scholarship,San Miguel Foundation,Private,Merit-and-Need,https://sanmiguel.com.ph/foundation,broken,broken_link,"Scholarship for engineering, business, and related fields.",College,,,false,Public|Private,STEM|Engineering|Business,,,400000,88.0,17,25,,false,true,4000,true,,90000,ITR|BIRTH_CERT|GOOD_MORAL|TOR,true,true,true,false,2026-03-01,2026-05-15,2026-2027,,,,previous_cycle,2026-07-08T14:45:16.659048,csv_import,true
16,private_foundations,high,PLDT-Smart Foundation Scholarship,PLDT-Smart Foundation,Private,Merit-and-Need,https://pldtsmartfoundation.org,broken,broken_link,Scholarship for IT and tech-related degree programs.,College,,,false,Public|Private,STEM|Engineering,,,400000,90.0,17,25,,false,true,5000,true,,100000,ITR|BIRTH_CERT|GOOD_MORAL|TOR|ESSAY,true,true,true,false,2026-02-15,2026-04-30,2026-2027,,,,previous_cycle,2026-07-08T14:45:16.659048,csv_import,true
17,other_government,high,DepEd SHS Voucher Program,Department of Education,Government,Need,https://deped.gov.ph,broken,broken_link,Voucher program for senior high school students.,High School,,,false,Public|Private,STEM|Business|Engineering|Education|Agriculture,,,500000,75.0,15,20,,false,true,0,false,,25000,BIRTH_CERT|GOOD_MORAL|FORM_137,false,false,false,false,2026-03-01,2026-06-30,2026-2027,,,,previous_cycle,2026-07-08T14:45:16.659048,csv_import,true
18,universities,high,Ateneo High School Financial Aid,Ateneo de Manila University,Institutional,Merit-and-Need,https://ateneo.edu,broken,broken_link,Need-based financial aid for high school students.,High School,NCR,,false,Public|Private,STEM|Business|Engineering|Education|Arts,,,400000,90.0,12,18,,false,true,0,false,,80000,ITR|BIRTH_CERT|GOOD_MORAL|TOR,true,true,true,false,2026-01-15,2026-03-31,2026-2027,,,,previous_cycle,2026-07-08T14:45:16.659048,csv_import,true
19,ched_unifast,high,CHED K-12 Transition Scholarship,Commission on Higher Education,Government,Merit-and-Need,https://ched.gov.ph,broken,broken_link,Graduate scholarship for educators and professionals.,Graduate,,,false,Public|Private,Education,,,500000,85.0,18,35,,false,true,8000,true,,120000,ITR|BIRTH_CERT|TOR|ESSAY,true,true,true,false,2026-03-01,2026-06-30,2026-2027,,,,previous_cycle,2026-07-08T14:45:16.659048,csv_import,true
20,other_government,high,ERC Graduate Fellowship,Energy Regulatory Commission,Government,Merit-and-Need,https://erc.gov.ph,broken,broken_link,Graduate fellowship for energy-related studies.,Graduate,NCR,,false,Public|Private,STEM|Engineering,,,500000,88.0,22,40,,false,true,12000,true,,150000,ITR|BIRTH_CERT|TOR|ESSAY,true,true,true,false,2026-02-01,2026-05-15,2026-2027,,,,previous_cycle,2026-07-08T14:45:16.659048,csv_import,true
21,lgu_ncr,high,Pasig City Scholarship Program,Pasig City LGU,LGU,Need,https://pasigcity.gov.ph,broken,broken_link,Local scholarship for Pasig City residents.,College,NCR,Pasig City,true,Public|Private,STEM|Business|Engineering|Education,,,400000,85.0,16,30,,false,true,3000,true,,70000,ITR|BIRTH_CERT|BARANGAY_CERT|GOOD_MORAL,false,true,false,false,2026-04-01,2026-06-30,2026-2027,,,,previous_cycle,2026-07-08T14:45:16.659048,csv_import,true
22,lgu_ncr,normal,Quezon City Scholarship,Quezon City LGU,LGU,Merit-and-Need,https://quezoncity.gov.ph,ok,,Scholarship for QC residents pursuing higher education.,College,NCR,Quezon City,true,Public|Private,STEM|Business|Engineering|Education,,,400000,88.0,16,35,,false,true,3500,true,,75000,ITR|BIRTH_CERT|BARANGAY_CERT|GOOD_MORAL,false,true,false,false,2026-04-01,2026-07-31,2026-2027,,,,open,2026-07-08T14:45:16.659048,csv_import,true
23,universities,high,Philippine Normal University Scholarship,Philippine Normal University,Institutional,Merit-and-Need,https://pnu.edu.ph,broken,broken_link,Scholarship for future educators.,College,,,false,Public|Private,Education,,,400000,90.0,17,30,,false,true,3000,true,,70000,ITR|BIRTH_CERT|GOOD_MORAL|TOR,true,true,true,false,2026-02-01,2026-05-31,2026-2027,,,,previous_cycle,2026-07-08T14:45:16.659048,csv_import,true
24,universities,normal,UP Presidential Scholarship,University of the Philippines,Institutional,Merit-and-Need,https://up.edu.ph,ok,expired,Merit-based scholarship for top UPCAT passers.,College,,,false,Public|Private,STEM|Business|Engineering|Education|Agriculture,,,400000,95.0,16,25,,false,true,6000,true,,120000,ITR|BIRTH_CERT|GOOD_MORAL|TOR,true,true,true,false,2026-02-01,2026-04-30,2026-2027,,,,previous_cycle,2026-07-08T14:45:16.659048,csv_import,true
25,lgu_ncr,high,Pasig City Regular Academic Scholarship,Pasig City Government,LGU,Merit-and-Need,https://scholars.pasigcity.gov.ph,broken,needs_review,"The Pasig City Regular Academic Scholarship is designed for residents of Pasig City who demonstrate high academic performance and are enrolled in recognized higher education institutions. This program provides comprehensive tuition assistance and stipends to support college education for local youths. Applicants must maintain a minimum GWA of 85% or equivalent, with no grade lower than 85% in any subject. Eligibility requires presenting a valid Pasig City LGU ID or Barangay Certificate of Residency proving at least 3 years of residency, and registered voter status for parents or applicants of legal age. Application steps involve registering online via the official Pasig Scholarship portal, uploading scanned requirements, and attending an orientation once approved. Highly recurring cycle opening every first semester of the academic year. Financial need is factored via an annual family income cap of 300,000 PHP.",College,NCR,Pasig,true,Public|Private,STEM|Engineering|IT|Education|Medical|Business|Agriculture|Arts,All accredited undergraduate degrees,,300000,85.0,,,4Ps/Listahanan,false,true,1500,true,,25000,BARANGAY_CERT|BIRTH_CERT|GOOD_MORAL|TOR,true,true,false,false,2026-07-01,2026-08-15,2026-2027,annual,2025-07-05,2025-08-20,needs_verification,2026-06-30T12:30:07.235980,manual,true
26,lgu_ncr,high,Pasig City Arts and Design Scholarship,Pasig City Government,LGU,Affiliation,https://scholars.pasigcity.gov.ph,broken,needs_review,"This dedicated track supports creative individuals residing in Pasig City who pursue fields in fine arts, digital design, music, performing arts, or literature. Eligible applicants must showcase a portfolio or pass a talent audition managed by the Pasig Cultural Affairs Office. Academic requirements are set at a minimum GWA of 80%. Benefits include school fees financial aid and materials allowances. Registration is completed through the online portal, followed by an in-person portfolio review.",College|Grade 11|Grade 12,NCR,Pasig,true,Public|Private,Arts,Fine Arts|Digital Design|Music|Performing Arts,,350000,80.0,,,Artists and Creatives,false,true,1500,true,,28000,BARANGAY_CERT|BIRTH_CERT|FORM_137|ESSAY,true,true,true,false,2026-08-01,2026-09-10,2026-2027,annual,2025-08-05,2025-09-15,needs_verification,2026-06-30T12:30:09.994883,manual,true
27,lgu_ncr,normal,Taguig LANI Premier Scholarship,Taguig City Government,LGU,Merit-based,https://tcu.edu.ph/lani-scholarship,ok,active,"The Lifeline Assistance for Neighbors in Need (LANI) Premier Scholarship is Taguig City's flagship merit track for top-tier residents studying in prestigious private universities or high-cost specialized institutions (e.g., UP, DLSU, ADMU, UST, Mapua). Applicants must be registered voters of Taguig for at least 3 years and have a minimum GWA of 90% (1.50 or better) with zero failing grades. It offers substantial financial aid up to 50,000 PHP per semester to directly cover tuition fees and modern learning tools. Applications are submitted via the Taguig LANI portal or at the Taguig Civic Center scholarship desk. Highly structured and strictly recurring every semester.",College,NCR,Taguig,true,Public|Private,STEM|Engineering|IT|Education|Medical|Business|Arts,Top-tier institutional degrees,,600000,90.0,,,Top 10 Percent Graduates,false,true,3000,true,,100000,BARANGAY_CERT|BIRTH_CERT|TOR,true,true,true,false,2026-06-20,2026-07-31,2026-2027,semester,2026-01-05,2026-02-15,open,2026-06-30T12:30:23.581976,manual,true
28,lgu_ncr,normal,Taguig LANI Priority Scholarship,Taguig City Government,LGU,Merit-and-Need,https://tcu.edu.ph/lani-scholarship,ok,active,"This specific LANI track directly targets priority fields of study essential for national development and city workforce planning, including STEM, digital engineering, data analytics, special education, and specialized medical courses. Eligible applicants need a minimum GWA of 82%. Financial benefits are elevated compared to basic tracks, supplying up to 30,000 PHP per semester. Priority status is also given to low-income applicants, PWDs, and dependents of solo parents.",College,NCR,Taguig,true,Public|Private,STEM|Engineering|IT|Education|Medical,STEM and Allied Medical Courses,,350000,82.0,,,PWD|Solo Parent Dependent,false,true,2500,true,,60000,BARANGAY_CERT|BIRTH_CERT|TOR|4PS_CERT,false,true,false,false,2026-06-20,2026-07-31,2026-2027,semester,2026-01-05,2026-02-15,open,2026-06-30T12:30:25.671506,manual,true
29,lgu_ncr,normal,Taguig LANI LCU and SUC Assistance Scholarship,Taguig City Government,LGU,Merit-and-Need,https://tcu.edu.ph/lani-scholarship,ok,active,"This scholarship is specially tailored for Taguig residents who are already utilizing the Free Higher Education law at State Universities and Colleges (SUCs) or Local Colleges and Universities (LCUs) like Taguig City University (TCU) or PUP. Since tuition is free, this track converts assistance into a pure monthly cash living stipend of 1,500 PHP plus 2,000 PHP per semester for books. Requires a GWA of 80% and zero failures. Online submission occurs via the unified TCU-LANI interface.",College,NCR,Taguig,true,Public,STEM|Engineering|IT|Education|Medical|Business|Agriculture|Arts,SUC and LCU courses,,250000,80.0,,,LCU Students|SUC,false,false,1500,true,,19000,BARANGAY_CERT|TOR,false,false,false,false,2026-06-20,2026-07-31,2026-2027,semester,2026-01-05,2026-02-15,open,2026-06-30T12:30:26.941782,manual,true
30,archived_reference,normal,Taguig Lifeline Bar and Board Review Assistance,Taguig City Government,LGU,Affiliation,https://tcu.edu.ph/lani-scholarship,,expired,"A specialized, one-time financial grant for Taguig residents who have completed their undergraduate degrees in Law, Engineering, Nursing, Accountancy, or Education and are preparing for professional licensure examinations (PRC Board Exams or Supreme Court Bar Exam). Provides a lump-sum financial grant of 15,000 PHP to 30,000 PHP to pay for review center enrollments and examination fees. Requires graduation proof, a certification from an official review center, and voter verification. No GWA check is enforced post-graduation.",Graduate|College,NCR,Taguig,true,Public|Private,STEM|Engineering|Education|Medical|Business,Board or Bar review courses,,600000,,,,Board Exam Takers,false,false,,true,,30000,BARANGAY_CERT|BIRTH_CERT|TOR,false,false,false,false,2026-04-01,2026-05-30,2026-2027,rolling,2025-04-05,2025-05-28,archived,2026-06-30T12:30:28.369217,manual,false
31,lgu_ncr,normal,Makati City SUC and Priority Courses Scholarship,Makati City Government,LGU,Merit-and-Need,https://www.makati.gov.ph,ok,active,"This LGU track caters to Makati residents enrolled in State Universities and Colleges (outside of UMak) pursuing priority industrial fields like IT, engineering, and digital science. It grants 20,000 PHP per semester to offset learning materials, transportation, and field training expenses. It requires 5 years of residency and an overall GWA of 82% (2.25) with no grades lower than 80%. Applications are handled through the Makati Education Department at City Hall.",College,NCR,Makati,true,Public,STEM|Engineering|IT,IT and Engineering courses,,300000,82.0,,,Low to Middle Income,false,false,2000,true,,40000,BARANGAY_CERT|TOR|ITR,false,true,false,false,2026-06-01,2026-07-15,2026-2027,annual,2025-06-02,2025-07-20,open,2026-06-30T12:30:29.154570,manual,true
32,archived_reference,normal,University of Makati Token Fee Exemption Program,University of Makati (UMak),Institutional,Merit-based,https://www.umak.edu.ph,,expired,"The University of Makati (UMak) Token Fee Exemption Program serves as an institutional academic scholarship that waives the remaining standard token fees for high-performing student residents of Makati. Administered by the UMak Scholarship Office, applicants must achieve a GWA of 1.75 (88%) or better during their semester and maintain a full academic load. The program converts academic excellence directly into fully zeroed tuition liabilities and offers priority enlistment. Application is processed entirely internally through the UMak student portal at the close of every grading period.",College,NCR,Makati,true,Public,STEM|Engineering|IT|Education|Medical|Business|Arts,All UMak college courses,,250000,88.0,,,UMak Internals,false,true,,false,,5000,TOR|GOOD_MORAL,false,false,false,false,2026-05-10,2026-06-25,2026-2027,semester,2025-05-15,2025-06-30,archived,2026-06-30T12:30:36.288053,manual,false
33,lgu_ncr,normal,Valenzuela City Dr. Pio Valenzuela Scholarship Program,Valenzuela City Government,LGU,Merit-and-Need,https://valenzuela.gov.ph/drpioscholarship,ok,active,"The Dr. Pio Valenzuela Scholarship Program is an intensive LGU merit-need initiative by the Valenzuela City Government. It targets financially challenged but academically elite student residents. Eligible individuals must have spent at least 4 consecutive years in Valenzuela City, graduated Senior High School with a GWA of 85% or higher, and hold zero grades lower than 85% in Grades 11 and 12. Crucially, the total annual household income must not exceed 120,000 PHP. The program awards a financial support grant of 30,000 PHP per year (15,000 PHP per semester) for tuition and school compliance. Portal submissions require uploading digital copies of ITR or Indigency certificates, Form 138/137, and Barangay clearance.",College,NCR,Valenzuela,true,Public|Private,STEM|Engineering|IT|Education|Medical|Business|Agriculture|Arts,All undergraduate degrees,,120000,85.0,,,Indigent Achievers,false,true,2000,true,,30000,FORM_137|BARANGAY_CERT|ITR|BIRTH_CERT,true,true,false,false,2026-06-15,2026-07-31,2026-2027,annual,2025-06-20,2025-08-05,open,2026-06-30T12:30:39.207600,manual,true
34,lgu_ncr,normal,NavotaAs Academic College Scholarship,Navotas City Government,LGU,Merit-based,https://www.navotas.gov.ph,ok,active,"The NavotaAs Academic Scholarship Program is the baseline higher-education track for residents of Navotas City. It supports incoming first-year college students who graduated in the top 25% of their Senior High School class. Eligible applicants must have parents who are registered voters of Navotas. When utilized at the Navotas Polytechnic College (NPC), it yields full tuition exemption plus 22,000 PHP per year for allowances. If the student passes into other prominent universities outside Navotas, the grant upgrades to a merit value of 262,000 PHP per year to handle high tuition. Applications are manually screened by the Navotas Scholarship Secretariat.",College,NCR,Navotas,true,Public|Private,STEM|Engineering|IT|Education|Medical|Business|Agriculture|Arts,All accredited college paths,,400000,88.0,,,Top Academic Quartile,false,true,2200,true,,262000,FORM_137|BARANGAY_CERT|BIRTH_CERT,true,true,false,false,2026-06-01,2026-07-10,2026-2027,annual,2025-06-05,2025-07-15,open,2026-06-30T12:30:41.191222,manual,true
35,archived_reference,normal,Marikina City Medical Scholarship Program,Marikina City Government,LGU,Merit-and-Need,https://www.marikina.gov.ph,,expired,"The Marikina City Medical Scholarship Program is a localized government intervention to support aspiring medical doctors who reside in Marikina City. It covers full tuition and provides educational assistance up to 150,000 PHP per year for students accepted into partner Doctor of Medicine programs (including PLM, FEU-NRMF, UST, MCU, St. Luke's, Our Lady of Fatima University). Applicants must not exceed 30 years of age, must possess a clean record of good moral character, and maintain a household income below 600,000 PHP. Return service dictates that the recipient must practice medicine within the Marikina public healthcare network or city clinics for a duration matching the length of the scholarship.",Graduate,NCR,Marikina,true,Private|Public,Medical,Doctor of Medicine (MD),,600000,85.0,,30,Aspiring Physicians,false,true,4000,true,,150000,TOR|BIRTH_CERT|GOOD_MORAL|ESSAY,true,true,true,true,2026-05-01,2026-06-15,2026-2027,annual,2025-05-10,2025-06-20,archived,2026-06-30T12:30:42.275287,manual,false
36,archived_reference,normal,Cebu City College Scholarship Program,Cebu City Government,LGU,Merit-and-Need,https://www.cebucity.gov.ph,,expired,"The Cebu City College Scholarship Program (CCCSP) targets urban youth residents who graduated from public high schools located specifically within the north and south districts of Cebu City. It provides 10,000 PHP per semester for tuition if the recipient enrolls in accredited private universities, or 2,500 PHP per semester for books and uniform allowances if they enter tuition-free SUCs (like CTU or CNU). Requires a voter's certification from Cebu City and a minimum GWA of 80%. Applications are handled at the Cebu City Sports Complex scholarship secretariat.",College,Region VII - Central Visayas,Cebu City,true,Public|Private,STEM|Engineering|IT|Education|Medical|Business|Agriculture|Arts,All undergraduate programs,,350000,80.0,,,Urban Public High Graduates,false,true,,true,,20000,FORM_137|BARANGAY_CERT|BIRTH_CERT,false,true,false,false,2026-05-15,2026-06-30,2026-2027,annual,2025-05-20,2025-07-05,archived,2026-06-30T12:30:44.346999,manual,false
37,archived_reference,normal,Davao City STEP FA Category B,Davao City Government (EBSU),LGU,Merit-and-Need,https://davaocity.gov.ph,,expired,"Administered by Davao City's EBSU, the STEP Category B serves as the mid-tier merit assistance channel. It requires a baseline GWA of 88% with zero grade deficiencies. It offers a flat grant of 20,000 PHP per semester (40,000 PHP annually) to help cover tuition and computing materials at any CHED-accredited college in Region XI. Candidates must verify local voter status and clear the household income check managed by the local social services office.",College,Region XI - Davao,Davao City,true,Public|Private,STEM|Engineering|IT|Education|Medical|Business|Agriculture|Arts,All accredited college courses,,300000,88.0,,,Middle Class Achievers,false,false,2000,true,,40000,FORM_137|BARANGAY_CERT|ITR,false,true,false,false,2026-05-01,2026-06-15,2026-2027,annual,2025-05-10,2025-06-25,archived,2026-06-30T12:30:45.582214,manual,false
38,archived_reference,normal,Davao City Special Educational Assistance Program for Lumad,Davao City Government (EBSU),LGU,Need,https://davaocity.gov.ph,,expired,"The Special Educational Assistance Program (SEAP) for Lumad is a targeted indigenous equity track run by Davao City EBSU. It is exclusively reserved for college students belonging to the recognized Indigenous Cultural Communities (IPs/Lumad) within ancestral domains of Davao City (such as the Ata, Matigsalug, Maranao, and Kagan tribes). It offers a full living subsidy of 15,000 PHP per semester alongside basic tuition assistance. The academic barrier requires a standard passing mark (75% GWA). Crucially, a formal Tribal Certification from the tribal chieftain and validation from the NCIP local office are mandatory documents.",College|TVET,Region XI - Davao,Davao City,true,Public|Private,STEM|Engineering|IT|Education|Medical|Business|Agriculture|Arts,All courses,,200000,75.0,,,IP,false,false,2000,true,,30000,BARANGAY_CERT|BIRTH_CERT|TOR,false,false,false,false,2026-05-01,2026-06-15,2026-2027,annual,2025-05-10,2025-06-25,archived,2026-06-30T12:30:46.851646,manual,false
39,lgu_provincial,high,Bislig City Collegiate Scholarship Program,Bislig City Government,LGU,Merit-and-Need,https://www.bislig.gov.ph,broken,needs_review,"The Bislig City Scholarship Program (BCSP) is a localized LGU mandate in Caraga Region enacted to finance undergraduate degrees for local youths. Applicants must confirm 3 consecutive years of residency in Bislig City, present a clean barangay record, and maintain a GWA of 82% throughout college. It provides a flat 12,000 PHP annual educational grant to assist with registration expenses. Submissions are queued physically at the Bislig City Higher Education Desk or via their primary LGU landing page.",College,Region XIII - Caraga,Bislig,true,Public|Private,STEM|Engineering|IT|Education|Medical|Business|Agriculture|Arts,All undergraduate tracks,,240000,82.0,,,Provincial Achievers,false,false,,true,,12000,BARANGAY_CERT|TOR|BIRTH_CERT,false,true,false,false,2026-06-01,2026-07-20,2026-2027,annual,2025-06-10,2025-07-25,needs_verification,2026-06-30T12:30:47.903521,manual,true
40,universities,high,Ateneo de Manila University Financial Aid Grant,Ateneo de Manila University,Institutional,Need,https://www.ateneo.edu,broken,needs_review,"The Ateneo de Manila University College Financial Aid Grant is a premium institutional program covering 100%, 75%, 50%, or 25% of tuition and laboratory fees for undergraduate students displaying high academic potential but deep financial need. Administered by the Office of Admission and Aid (OAA), applicants must submit comprehensive household assets records, utility bills, and parents' ITRs. It includes an option for a monthly living allowance of 3,000 PHP and book allowances for absolute 100% grant recipients. Renewal requires an annual review of the family's financial standing and keeping a minimum GWA of 78% (2.0 QPI) with no failing marks. Highly structured and opens annually in September for the subsequent academic year.",College,NCR,,false,Private,STEM|Engineering|IT|Education|Medical|Business|Agriculture|Arts,All ADMU undergraduate courses,,500000,78.0,,,High Need Achievers,false,true,3000,true,,180000,ITR|BARANGAY_CERT|TOR|ESSAY,false,true,true,false,2026-09-01,2026-11-15,2027-2028,annual,2025-09-05,2025-11-20,needs_verification,2026-06-30T12:30:49.030021,manual,true
41,universities,high,Ateneo Directors List Scholarship,Ateneo de Manila University,Institutional,Merit-based,https://www.ateneo.edu,broken,needs_review,"The Director's List Scholarship is extended by the Ateneo OAA to the next tier of top-ranking ACET examinees (top 51-150 nationwide). It grants an annual flat-rate educational stipend of 100,000 PHP directly credited to the recipient's tuition or disbursed as cash allowance across semesters. No financial indicators are used for selection. Recipients must preserve a minimum QPI of 2.50 (83% normalized GWA) and avoid any academic or disciplinary probationary states.",College,,,false,Private,STEM|Engineering|IT|Education|Medical|Business|Agriculture|Arts,All undergraduate majors,,,83.0,,,,false,false,,false,,100000,TOR,true,false,false,false,2026-09-01,2026-11-15,2027-2028,annual,2025-09-05,2025-11-20,needs_verification,2026-06-30T12:30:50.954921,manual,true
